queue_length,active_counters,avg_proc_time,crop_type,hour_of_day,day_of_week,waiting_minutes
42,5,6.88,SOYBEAN,10,1,65.5
34,3,5.08,PADDY,11,4,75.2
30,4,6.5,CHANA,12,2,53.9
59,5,4.78,CHANA,9,0,49.9
55,6,6.02,PADDY,9,3,61.6
13,4,4.99,WHEAT,13,0,16.1
13,2,5.75,CHANA,9,3,34.6
18,4,7.0,MAIZE,8,3,28.0
32,4,7.46,WHEAT,15,3,56.3
32,4,5.45,PADDY,8,0,45.5
35,3,6.1,WHEAT,13,5,73.9
59,5,6.03,MAIZE,8,2,66.1
39,6,7.36,SOYBEAN,15,5,45.4
46,3,5.94,PADDY,12,1,121.0
52,2,6.6,MAIZE,10,1,200.2
29,3,7.27,PADDY,12,5,92.8
49,5,5.62,MAIZE,8,2,53.2
29,4,7.21,MAIZE,8,2,49.0
53,4,7.25,CHANA,11,3,103.1
44,4,7.29,CHANA,16,3,71.7
57,4,5.31,CHANA,16,1,68.4
16,3,5.7,SOYBEAN,8,3,28.4
56,4,7.11,SOYBEAN,10,3,112.8
44,4,5.58,MAIZE,11,2,72.9
47,6,6.3,COTTON,9,0,59.6
57,5,4.85,PADDY,14,5,64.0
10,5,4.67,CHANA,10,4,10.7
30,4,5.74,PADDY,8,4,48.4
25,4,6.24,MAIZE,8,3,36.7
39,4,5.68,WHEAT,10,3,66.3
20,5,6.23,MAIZE,13,5,25.8
5,3,6.05,SOYBEAN,11,4,11.7
1,3,6.56,COTTON,8,2,2.0
30,3,6.45,WHEAT,14,4,68.5
49,4,5.77,PADDY,9,4,76.6
3,3,5.77,SOYBEAN,12,4,4.2
45,3,4.92,CHANA,15,3,62.3
14,2,6.04,WHEAT,14,3,41.8
56,3,6.26,SOYBEAN,15,5,107.7
30,5,5.93,PADDY,13,4,40.5
50,3,5.48,MAIZE,14,3,94.5
4,4,6.66,PADDY,16,5,9.8
18,4,4.72,WHEAT,13,4,22.8
37,5,7.24,WHEAT,16,2,51.7
25,3,4.56,MAIZE,9,3,34.1
48,6,7.39,WHEAT,9,0,56.6
1,4,5.89,COTTON,9,5,2.0
53,6,5.74,CHANA,13,3,46.1
46,5,5.27,SOYBEAN,9,2,43.8
15,3,4.53,MAIZE,10,2,26.7
9,2,5.32,PADDY,15,3,24.7
15,3,4.83,PADDY,15,1,24.6
49,4,6.48,CHANA,11,5,85.8
57,3,5.46,WHEAT,16,4,97.4
24,3,6.8,WHEAT,15,4,52.8
4,4,5.12,PADDY,8,2,6.1
12,2,7.2,CHANA,15,3,40.2
59,3,6.07,PADDY,8,1,126.5
58,4,4.84,WHEAT,11,5,83.0
37,2,5.7,MAIZE,13,0,108.8
37,4,5.12,SOYBEAN,14,4,46.7
43,4,5.1,WHEAT,11,5,61.7
6,4,6.02,MAIZE,15,5,9.1
39,5,6.52,SOYBEAN,15,1,49.4
56,4,7.23,COTTON,16,5,124.7
46,4,6.01,CHANA,13,4,69.7
24,4,7.4,MAIZE,11,3,52.7
11,5,7.32,COTTON,9,4,19.4
13,5,7.1,WHEAT,14,0,20.3
34,5,6.0,CHANA,10,3,45.9
25,4,4.92,MAIZE,10,2,33.2
7,3,5.15,WHEAT,10,1,14.9
52,3,6.44,CHANA,11,4,121.1
4,2,5.77,CHANA,9,3,12.3
59,5,4.94,WHEAT,12,5,69.3
8,4,5.94,WHEAT,10,3,10.3
20,4,4.55,MAIZE,12,4,27.0
29,3,6.7,CHANA,14,2,59.5
54,5,4.72,MAIZE,16,4,49.4
53,3,6.39,CHANA,9,2,97.5
51,2,6.88,MAIZE,16,5,161.6
45,4,4.9,WHEAT,13,4,56.7
46,4,6.06,WHEAT,13,3,71.8
10,4,6.84,PADDY,10,0,22.4
43,5,5.28,MAIZE,16,0,41.0
34,3,4.99,PADDY,11,5,74.3
57,4,5.51,PADDY,12,3,101.5
26,4,6.16,COTTON,10,0,60.1
41,3,6.23,CHANA,12,5,94.5
49,5,4.89,SOYBEAN,15,2,42.6
58,4,5.87,COTTON,15,3,104.5
3,4,5.3,CHANA,15,2,2.0
56,5,7.03,SOYBEAN,13,3,79.4
6,4,5.44,PADDY,8,2,10.4
5,3,7.02,SOYBEAN,13,2,13.8
5,4,5.79,WHEAT,14,0,7.9
54,3,6.68,WHEAT,16,3,115.2
47,3,6.03,MAIZE,15,4,86.0
23,2,6.37,CHANA,15,0,63.4
49,4,5.69,COTTON,14,2,92.4
9,4,6.8,PADDY,9,2,16.8
35,3,5.78,CHANA,8,4,58.1
20,4,5.87,PADDY,9,4,32.3
58,5,6.05,WHEAT,13,2,77.4
49,3,7.0,COTTON,9,4,139.9
59,3,6.48,COTTON,11,1,194.5
42,4,5.55,WHEAT,10,0,67.0
35,3,6.51,SOYBEAN,13,3,75.6
50,4,6.43,COTTON,15,4,98.0
18,2,7.29,SOYBEAN,13,4,65.6
17,4,7.02,PADDY,9,1,34.5
24,4,6.44,COTTON,12,3,57.3
3,4,5.52,MAIZE,13,1,4.7
32,5,6.84,WHEAT,16,3,37.9
35,5,6.23,SOYBEAN,13,0,44.1
38,4,7.46,MAIZE,12,4,82.7
13,4,5.24,PADDY,8,0,18.1
56,2,4.74,PADDY,12,3,176.0
47,4,4.71,COTTON,12,4,82.7
25,2,6.42,COTTON,13,1,106.0
9,5,7.32,MAIZE,14,2,12.1
4,3,4.51,CHANA,11,1,5.2
14,4,6.68,CHANA,14,2,20.6
37,3,6.47,COTTON,12,1,118.5
34,4,6.7,CHANA,13,3,53.7
11,5,5.57,WHEAT,11,0,13.9
41,4,6.96,MAIZE,15,2,66.6
56,5,4.63,WHEAT,16,3,47.5
3,3,6.77,CHANA,9,0,4.5
59,4,5.3,COTTON,11,0,117.2
28,5,5.93,WHEAT,15,4,32.2
29,3,6.97,PADDY,15,4,69.9
9,6,5.31,COTTON,16,4,8.9
3,3,5.06,MAIZE,10,2,7.3
25,2,6.54,SOYBEAN,8,2,72.6
34,5,6.1,SOYBEAN,16,0,35.6
12,2,6.04,COTTON,8,2,44.0
42,6,5.27,CHANA,10,0,38.8
9,6,4.6,WHEAT,10,3,4.0
15,3,5.73,WHEAT,16,1,27.5
40,4,4.82,COTTON,8,0,59.9
25,3,7.22,PADDY,14,0,70.7
5,4,4.62,MAIZE,9,3,6.9
11,2,5.79,CHANA,14,4,31.8
59,3,4.66,PADDY,8,5,96.2
34,4,4.79,COTTON,15,4,52.5
24,4,6.48,COTTON,9,4,47.7
15,6,6.44,PADDY,10,0,21.9
38,5,4.6,SOYBEAN,15,0,30.1
8,4,4.5,COTTON,10,2,11.3
59,4,4.74,MAIZE,8,2,63.4
5,5,6.79,CHANA,16,1,7.3
48,3,6.25,PADDY,15,1,109.0
26,4,4.61,SOYBEAN,11,5,34.1
18,6,5.96,PADDY,15,2,19.2
6,3,6.64,SOYBEAN,12,0,16.3
37,4,7.11,SOYBEAN,10,3,75.8
48,5,7.3,MAIZE,8,2,63.1
13,5,5.48,CHANA,12,0,17.9
28,4,4.91,COTTON,13,2,45.6
5,3,5.21,SOYBEAN,11,4,11.4
13,3,6.83,COTTON,14,2,38.2
17,2,7.41,CHANA,10,5,70.0
50,4,5.9,COTTON,14,4,97.0
40,2,5.42,MAIZE,8,0,102.5
45,5,5.79,MAIZE,14,4,54.6
32,3,5.41,WHEAT,8,2,52.5
29,3,5.27,MAIZE,8,4,49.3
51,4,6.28,SOYBEAN,9,5,70.8
58,4,4.55,CHANA,9,3,59.3
3,3,5.28,MAIZE,11,4,6.3
56,4,6.48,PADDY,8,5,94.7
40,4,4.6,CHANA,11,4,48.4
34,3,4.75,SOYBEAN,9,1,54.4
40,3,5.38,CHANA,11,3,81.3
27,5,7.13,MAIZE,11,0,44.2
13,4,6.79,PADDY,16,5,24.1
45,2,4.57,WHEAT,16,4,99.4
33,5,6.01,SOYBEAN,8,3,33.8
6,6,5.32,SOYBEAN,12,0,7.0
24,4,6.45,CHANA,14,3,38.8
19,4,6.66,COTTON,11,5,48.4
16,5,7.09,COTTON,12,1,36.3
40,6,5.93,PADDY,9,5,42.3
28,4,7.48,WHEAT,10,5,63.5
33,4,7.44,WHEAT,14,0,64.8
59,4,7.15,CHANA,14,0,99.5
59,4,6.22,CHANA,11,4,101.1
48,3,5.69,COTTON,8,2,112.7
41,4,5.59,MAIZE,8,5,53.1
13,5,4.54,WHEAT,11,0,11.9
43,4,5.25,MAIZE,11,5,66.5
45,4,6.66,WHEAT,13,5,79.1
25,4,6.31,MAIZE,14,0,41.0
53,3,7.25,MAIZE,16,1,119.5
42,4,4.65,WHEAT,16,1,47.9
36,4,4.97,PADDY,12,5,59.5
27,3,6.87,PADDY,10,1,81.0
38,3,5.58,CHANA,10,5,74.2
7,6,4.86,MAIZE,13,4,5.1
5,3,7.49,MAIZE,8,0,13.0
43,3,6.86,MAIZE,14,5,100.7
45,6,5.73,MAIZE,10,1,51.0
58,4,6.97,MAIZE,12,1,114.8
57,4,6.54,COTTON,14,3,123.8
51,5,6.87,SOYBEAN,14,3,68.3
31,3,6.95,MAIZE,16,1,67.0
23,4,4.75,COTTON,8,4,35.9
42,4,6.37,PADDY,10,2,91.7
10,5,4.52,MAIZE,16,5,10.0
32,4,4.63,PADDY,15,3,36.5
43,4,7.21,CHANA,9,5,66.6
53,4,6.08,SOYBEAN,15,3,68.2
30,4,6.71,WHEAT,15,0,48.0
39,4,7.02,SOYBEAN,9,0,64.2
31,4,7.35,MAIZE,15,1,54.2
18,4,7.11,MAIZE,10,0,34.3
36,4,5.95,SOYBEAN,14,0,55.5
2,4,5.51,SOYBEAN,16,2,4.3
14,4,4.96,CHANA,11,4,21.2
13,5,5.7,PADDY,13,1,19.1
29,4,5.6,WHEAT,16,2,37.8
12,5,6.18,SOYBEAN,12,1,13.8
39,5,6.5,WHEAT,8,4,49.9
2,4,7.43,SOYBEAN,10,1,5.3
32,4,6.69,PADDY,16,5,53.9
13,5,6.43,WHEAT,10,5,18.3
46,4,5.51,COTTON,9,5,75.6
27,5,4.6,PADDY,11,0,33.9
49,4,5.36,WHEAT,12,4,77.5
41,4,6.81,SOYBEAN,14,2,69.2
17,3,5.12,SOYBEAN,14,2,28.3
40,4,6.64,PADDY,16,3,68.9
31,6,6.24,PADDY,15,2,35.7
34,4,5.02,SOYBEAN,9,5,37.4
24,4,5.28,WHEAT,15,5,31.9
45,5,5.99,COTTON,15,3,63.5
35,4,5.76,CHANA,12,0,53.9
48,4,6.84,PADDY,10,2,111.4
6,4,6.7,SOYBEAN,16,4,9.4
19,4,6.22,WHEAT,14,3,30.3
30,3,6.97,PADDY,8,2,73.2
7,4,6.19,WHEAT,15,0,9.0
10,4,7.39,PADDY,12,4,25.1
41,4,5.15,SOYBEAN,13,4,54.0
32,4,6.64,WHEAT,16,0,50.9
34,4,5.61,SOYBEAN,15,2,42.9
28,3,5.34,WHEAT,10,1,59.7
15,4,5.04,PADDY,12,2,22.9
30,2,6.16,CHANA,11,3,100.8
37,4,5.15,CHANA,8,3,42.3
29,5,5.1,COTTON,12,2,45.1
22,4,7.47,COTTON,14,5,54.4
4,4,6.91,MAIZE,8,3,5.3
20,2,6.74,SOYBEAN,11,1,73.7
32,3,6.88,WHEAT,13,5,79.3
36,4,7.41,COTTON,16,1,81.0
50,3,6.22,PADDY,15,4,109.7
4,4,5.16,CHANA,9,3,3.7
27,3,7.09,WHEAT,10,5,73.8
17,5,6.73,MAIZE,12,2,25.7
12,4,5.74,CHANA,14,5,18.5
22,3,5.92,WHEAT,10,4,52.1
17,5,5.73,COTTON,14,1,27.4
10,3,7.29,COTTON,12,4,38.1
54,3,5.53,SOYBEAN,13,0,102.6
1,4,7.39,MAIZE,13,3,2.0
22,4,7.23,WHEAT,11,2,46.3
26,4,6.39,MAIZE,15,1,39.3
56,3,6.24,PADDY,16,4,124.9
59,4,5.61,MAIZE,9,2,77.0
18,3,4.56,COTTON,16,3,31.9
50,2,4.88,SOYBEAN,11,2,137.1
14,5,6.76,COTTON,13,3,26.3
47,4,5.91,CHANA,14,3,67.7
29,3,4.95,COTTON,11,3,69.5
12,4,5.29,WHEAT,15,4,12.7
36,3,7.34,SOYBEAN,15,3,80.6
59,5,5.6,WHEAT,8,2,62.2
35,3,7.22,PADDY,15,0,93.0
52,2,5.41,PADDY,10,2,188.0
12,4,6.13,COTTON,12,4,25.9
7,4,4.56,SOYBEAN,15,3,8.7
29,4,6.07,MAIZE,13,0,47.7
11,2,6.41,SOYBEAN,11,4,38.9
33,3,5.2,SOYBEAN,11,1,64.0
6,4,6.24,SOYBEAN,11,1,9.7
47,3,6.44,COTTON,13,1,133.9
15,5,6.56,WHEAT,14,0,23.0
32,2,6.83,COTTON,12,2,161.2
51,4,5.43,MAIZE,15,0,63.5
11,4,6.2,WHEAT,14,0,17.3
58,3,7.44,MAIZE,15,0,134.2
23,4,7.19,CHANA,11,1,43.0
26,5,7.36,CHANA,15,5,35.5
34,3,5.66,WHEAT,13,2,64.6
46,5,6.86,COTTON,10,5,92.6
34,4,6.36,MAIZE,15,5,50.4
29,3,4.75,MAIZE,14,0,45.3
4,4,6.97,PADDY,12,2,9.5
17,3,6.53,MAIZE,11,5,41.7
35,4,5.1,COTTON,8,3,55.4
13,4,4.74,PADDY,10,0,19.0
41,5,7.01,COTTON,9,0,72.1
39,6,4.74,SOYBEAN,15,0,28.7
15,4,4.77,MAIZE,15,3,15.5
55,4,5.78,SOYBEAN,12,3,90.1
29,3,4.9,CHANA,12,1,51.7
29,4,7.24,CHANA,11,4,58.2
11,2,5.91,WHEAT,8,2,31.8
52,4,6.21,MAIZE,8,4,75.7
32,4,7.28,PADDY,13,0,68.6
2,2,6.09,SOYBEAN,11,5,8.2
47,2,5.56,COTTON,11,0,199.1
14,4,6.89,MAIZE,10,5,28.1
20,4,5.83,WHEAT,16,1,28.6
22,4,5.46,COTTON,10,4,46.7
11,4,6.67,SOYBEAN,15,0,19.0
27,4,6.9,MAIZE,9,4,45.5
3,4,6.88,SOYBEAN,11,1,7.3
17,3,7.43,MAIZE,8,4,38.6
44,3,6.86,MAIZE,12,5,114.4
56,4,6.81,SOYBEAN,9,2,86.9
28,4,7.07,SOYBEAN,8,1,45.5
29,2,4.5,COTTON,8,4,78.8
21,4,5.59,WHEAT,9,0,25.9
47,3,6.71,SOYBEAN,12,3,120.4
16,4,6.3,CHANA,16,3,22.7
37,4,5.03,WHEAT,13,1,47.1
59,4,5.41,CHANA,11,3,86.5
20,5,5.51,COTTON,10,2,31.3
6,3,6.2,SOYBEAN,15,1,12.2
19,6,6.99,WHEAT,10,0,28.9
57,4,7.3,SOYBEAN,8,0,93.6
5,4,6.75,MAIZE,11,1,9.6
3,4,7.03,SOYBEAN,12,3,5.5
59,4,5.91,WHEAT,12,3,102.5
1,4,5.67,SOYBEAN,12,0,2.0
58,4,5.68,SOYBEAN,15,2,76.4
38,2,6.35,PADDY,15,5,128.6
15,2,4.87,PADDY,11,3,48.4
34,4,6.24,WHEAT,16,2,50.0
35,3,6.5,WHEAT,8,3,70.1
49,4,5.82,MAIZE,12,5,83.8
25,3,7.36,MAIZE,12,1,73.1
24,4,6.32,SOYBEAN,12,4,39.7
12,5,5.16,CHANA,15,0,11.9
18,5,5.94,WHEAT,16,1,21.6
15,4,6.53,SOYBEAN,10,3,29.4
44,4,5.47,CHANA,16,5,54.4
16,5,4.74,PADDY,15,0,20.1
27,4,6.25,MAIZE,10,4,49.4
8,3,7.34,WHEAT,9,4,20.1
46,5,5.96,SOYBEAN,11,5,61.4
25,4,7.22,PADDY,9,5,46.8
17,4,7.01,COTTON,11,3,46.0
29,3,4.94,PADDY,12,0,64.6
53,3,6.62,SOYBEAN,9,3,106.1
8,5,5.81,MAIZE,15,4,6.2
15,4,5.25,CHANA,8,1,15.0
27,3,6.56,COTTON,10,1,90.3
46,3,6.73,COTTON,14,2,138.1
50,4,5.04,MAIZE,8,4,59.2
52,4,7.24,COTTON,9,4,115.2
7,3,6.75,WHEAT,10,3,18.4
3,5,7.3,SOYBEAN,9,2,3.6
29,2,5.45,COTTON,9,5,95.9
44,4,7.32,PADDY,13,2,95.6
53,4,5.61,CHANA,14,0,72.5
24,3,4.66,SOYBEAN,13,3,36.0
58,5,6.79,MAIZE,13,5,81.0
3,4,6.61,PADDY,16,5,3.7
20,4,6.29,WHEAT,15,1,30.7
46,3,5.97,COTTON,15,0,110.6
15,3,4.6,PADDY,13,2,28.1
25,3,6.37,SOYBEAN,12,1,59.2
30,4,5.75,PADDY,16,4,47.6
14,4,6.18,WHEAT,9,3,22.6
7,5,5.79,CHANA,14,2,8.5
17,4,7.4,COTTON,13,4,41.7
44,5,6.31,SOYBEAN,14,5,54.0
20,4,6.75,COTTON,11,2,52.4
36,3,7.31,COTTON,16,1,106.6
9,3,6.27,MAIZE,14,0,19.4
38,4,4.54,COTTON,9,1,51.8
48,3,4.6,PADDY,11,3,95.3
57,2,6.61,PADDY,12,3,250.5
22,4,5.34,CHANA,9,2,25.5
54,5,6.24,WHEAT,15,1,61.2
53,3,5.11,SOYBEAN,8,0,81.2
53,4,5.31,PADDY,10,5,91.0
2,5,6.01,COTTON,8,3,3.8
24,4,7.43,WHEAT,12,0,53.3
8,2,6.35,SOYBEAN,15,4,25.2
11,3,7.31,SOYBEAN,14,2,24.5
13,4,7.38,SOYBEAN,16,0,23.8
17,4,5.12,SOYBEAN,9,2,20.4
8,5,5.43,CHANA,15,4,5.5
21,4,6.81,SOYBEAN,15,0,35.0
18,3,7.1,WHEAT,13,0,44.5
30,3,6.06,PADDY,10,5,78.3
18,4,7.48,WHEAT,9,4,33.5
46,3,4.53,COTTON,15,1,82.9
47,3,5.4,MAIZE,13,0,88.8
31,4,6.37,CHANA,11,5,53.3
38,2,5.91,CHANA,12,0,121.3
32,3,4.85,COTTON,12,5,76.2
11,4,5.6,WHEAT,16,3,13.1
45,3,4.58,WHEAT,16,1,65.5
25,3,6.43,COTTON,15,0,62.7
33,4,7.18,MAIZE,15,4,56.2
38,5,7.15,SOYBEAN,9,2,48.3
41,3,6.6,SOYBEAN,10,4,100.5
8,4,5.9,PADDY,15,1,13.4
11,4,6.04,WHEAT,12,3,19.3
22,4,4.91,WHEAT,14,3,30.2
51,5,5.52,COTTON,15,3,65.4
24,4,5.06,COTTON,13,5,42.0
41,5,6.96,SOYBEAN,12,4,64.0
17,3,7.24,WHEAT,15,2,38.0
12,2,6.11,WHEAT,8,2,36.3
57,5,6.68,CHANA,8,5,67.5
46,4,4.86,PADDY,8,0,59.9
32,3,6.33,PADDY,10,5,88.8
15,4,6.61,SOYBEAN,13,2,23.7
16,5,5.86,MAIZE,13,2,17.7
54,5,5.23,WHEAT,12,0,68.7
22,3,7.13,CHANA,14,4,51.8
28,5,6.73,WHEAT,12,4,45.3
20,2,7.2,COTTON,9,1,86.9
33,2,6.96,SOYBEAN,11,4,131.7
10,4,7.47,MAIZE,8,3,16.3
40,2,5.08,PADDY,14,3,118.8
32,3,4.76,WHEAT,11,1,62.6
50,4,5.51,MAIZE,11,2,79.6
33,3,4.89,SOYBEAN,11,1,62.9
2,3,6.07,PADDY,10,0,5.9
33,3,6.4,WHEAT,15,1,66.1
33,4,6.23,CHANA,11,1,55.5
41,4,5.28,SOYBEAN,15,5,47.7
13,4,7.23,WHEAT,16,3,23.4
30,4,4.56,PADDY,8,0,38.3
33,4,5.54,PADDY,11,5,61.1
13,5,6.66,CHANA,13,0,17.1
52,3,6.8,SOYBEAN,15,1,104.8
26,3,5.75,SOYBEAN,13,5,51.3
22,5,4.55,MAIZE,13,5,21.9
39,4,6.35,WHEAT,11,0,73.5
2,6,4.69,MAIZE,16,0,2.0
38,4,4.82,PADDY,14,4,54.0
39,4,6.45,PADDY,13,0,72.6
26,4,5.44,CHANA,8,5,28.7
46,4,5.54,CHANA,9,2,55.3
58,4,5.96,SOYBEAN,13,0,84.9
50,4,7.44,MAIZE,8,3,85.8
15,4,7.4,PADDY,12,4,35.9
34,5,5.75,WHEAT,8,3,37.0
42,3,5.3,COTTON,10,3,111.8
55,3,5.41,WHEAT,14,2,99.5
44,4,5.31,CHANA,12,4,63.9
49,4,6.1,WHEAT,8,1,71.1
40,5,6.32,PADDY,8,5,55.2
11,3,5.97,MAIZE,15,5,20.0
3,4,5.72,SOYBEAN,16,0,5.5
59,4,5.13,MAIZE,14,5,77.7
6,4,5.95,COTTON,10,2,14.0
9,5,5.52,SOYBEAN,13,5,8.5
6,3,6.12,COTTON,10,2,20.2
9,4,6.53,COTTON,11,1,24.1
39,6,6.4,PADDY,11,2,57.8
31,5,5.89,PADDY,10,1,47.4
32,4,6.17,CHANA,13,1,48.5
41,4,5.35,CHANA,12,1,57.4
50,3,4.57,COTTON,16,2,89.8
12,4,6.38,MAIZE,16,1,18.7
8,5,5.26,CHANA,10,2,9.0
8,4,6.51,PADDY,16,4,11.9
50,3,6.74,CHANA,10,1,122.2
28,3,7.25,COTTON,11,2,103.6
20,3,7.37,SOYBEAN,8,2,44.5
47,3,4.53,MAIZE,12,2,83.9
59,2,7.47,MAIZE,16,0,204.2
7,4,6.55,WHEAT,9,0,12.5
11,3,6.43,CHANA,11,1,25.0
20,3,4.55,MAIZE,9,5,30.1
16,4,7.08,PADDY,15,4,28.2
4,3,4.94,SOYBEAN,16,5,6.3
6,2,7.01,PADDY,10,1,28.1
58,3,4.55,CHANA,16,3,77.5
22,3,6.44,COTTON,13,3,62.9
26,4,5.8,WHEAT,13,4,40.3
3,3,5.1,WHEAT,14,4,5.1
41,4,4.82,SOYBEAN,12,4,54.6
42,5,5.82,MAIZE,13,0,52.4
14,4,4.87,MAIZE,8,0,16.0
11,4,5.96,MAIZE,10,3,16.7
18,5,6.38,WHEAT,16,4,20.8
54,4,6.98,COTTON,12,2,144.5
12,2,6.54,MAIZE,12,5,44.0
23,4,4.7,PADDY,15,3,29.5
12,5,5.42,MAIZE,9,4,11.1
13,3,5.36,COTTON,14,2,29.1
25,2,7.25,SOYBEAN,16,4,82.5
45,4,7.1,SOYBEAN,14,1,79.2
51,5,5.61,WHEAT,12,2,69.9
58,3,4.71,COTTON,13,5,124.2
19,4,7.18,PADDY,11,1,47.0
55,3,7.16,COTTON,14,0,178.1
46,4,7.06,PADDY,8,3,87.5
36,3,7.04,PADDY,11,4,109.5
45,3,5.94,COTTON,10,3,134.2
8,5,5.03,CHANA,11,5,9.7
29,4,5.93,COTTON,8,4,51.9
55,4,5.98,PADDY,9,1,87.5
53,4,5.97,MAIZE,16,2,74.7
55,3,6.12,SOYBEAN,14,2,113.4
32,4,5.27,SOYBEAN,13,4,40.7
51,3,5.6,WHEAT,9,1,91.4
44,4,5.8,SOYBEAN,8,4,58.5
18,3,4.89,CHANA,9,4,24.2
6,4,5.87,PADDY,14,4,9.7
18,5,6.93,COTTON,9,2,30.6
19,6,6.98,COTTON,10,5,35.5
22,4,5.73,CHANA,15,4,26.9
37,3,6.06,SOYBEAN,14,2,75.1
32,4,4.6,PADDY,16,0,40.9
56,5,6.52,SOYBEAN,11,1,84.7
41,3,5.71,WHEAT,14,0,82.3
59,6,5.84,SOYBEAN,8,4,48.6
3,3,7.12,WHEAT,9,2,8.2
28,6,5.89,COTTON,14,1,37.2
10,5,4.56,PADDY,9,3,8.4
51,5,5.18,MAIZE,13,1,55.5
35,3,5.93,WHEAT,16,1,68.5
29,2,5.77,SOYBEAN,12,4,94.2
54,4,7.08,SOYBEAN,14,0,92.9
15,3,6.13,COTTON,8,0,39.4
33,2,6.57,CHANA,15,3,94.8
7,4,5.91,MAIZE,16,4,10.7
12,4,5.82,CHANA,12,1,19.0
49,4,5.84,SOYBEAN,13,5,72.0
30,4,5.73,CHANA,15,0,38.6
21,3,6.12,MAIZE,11,0,50.7
31,6,5.25,MAIZE,9,2,25.5
58,3,7.17,PADDY,15,1,146.4
24,4,5.5,CHANA,9,4,29.1
20,4,4.94,PADDY,12,0,33.8
37,5,4.79,SOYBEAN,13,4,34.2
4,2,4.54,SOYBEAN,12,1,8.5
28,4,5.77,SOYBEAN,13,1,42.3
44,4,5.06,COTTON,13,0,77.4
20,3,4.56,CHANA,10,3,33.1
24,4,6.06,WHEAT,10,4,43.8
50,5,6.54,MAIZE,16,4,61.5
49,6,4.76,WHEAT,10,2,42.6
51,2,5.88,SOYBEAN,10,1,168.5
32,3,6.73,CHANA,9,1,64.9
41,3,7.46,PADDY,14,0,118.1
36,4,6.5,WHEAT,11,0,67.1
58,3,5.23,SOYBEAN,8,0,90.2
53,3,6.65,WHEAT,13,2,122.6
34,6,6.29,WHEAT,12,3,43.1
36,5,5.14,MAIZE,9,0,36.4
2,2,7.05,WHEAT,13,0,9.4
15,3,5.78,SOYBEAN,8,5,27.1
34,4,7.39,MAIZE,10,0,70.2
36,3,6.67,SOYBEAN,11,2,87.3
6,4,6.43,COTTON,10,4,15.7
39,4,6.69,COTTON,13,3,85.2
42,5,5.93,COTTON,11,4,76.1
51,4,6.02,WHEAT,8,5,73.3
51,4,7.05,CHANA,12,1,96.9
58,4,6.54,SOYBEAN,12,1,102.5
54,3,7.19,COTTON,16,0,157.7
12,4,7.17,CHANA,15,5,19.6
3,4,7.43,COTTON,15,4,5.9
45,3,6.6,COTTON,12,2,147.9
18,3,6.01,CHANA,15,3,31.9
40,3,5.0,COTTON,14,4,87.4
21,5,6.62,WHEAT,8,5,27.3
15,3,5.37,WHEAT,14,5,29.8
33,3,5.35,MAIZE,15,4,51.8
35,4,5.21,WHEAT,10,3,53.1
26,4,7.13,PADDY,16,4,49.2
8,3,7.1,MAIZE,15,4,17.6
36,6,6.39,COTTON,9,3,45.3
48,5,5.92,PADDY,13,2,64.8
30,4,6.52,SOYBEAN,11,5,54.1
23,4,6.32,CHANA,10,3,40.4
42,2,5.75,SOYBEAN,13,0,121.2
44,3,5.64,PADDY,16,0,88.9
14,4,5.65,WHEAT,9,0,20.7
14,2,6.27,COTTON,12,0,64.7
2,3,6.44,MAIZE,13,1,3.9
55,4,5.86,COTTON,11,2,121.3
37,3,7.41,WHEAT,14,1,91.6
5,5,4.75,COTTON,9,4,6.1
38,3,5.54,CHANA,14,4,67.8
45,4,5.76,CHANA,9,3,54.9
41,4,4.55,CHANA,8,0,42.1
54,4,5.59,SOYBEAN,12,3,85.9
47,3,5.32,WHEAT,9,4,79.8
14,4,6.02,CHANA,15,0,15.8
56,5,5.51,PADDY,15,5,64.2
39,4,6.68,CHANA,8,2,57.4
25,4,6.03,MAIZE,11,4,42.8
20,4,4.89,SOYBEAN,16,5,21.7
2,4,6.75,PADDY,12,3,2.8
39,4,4.8,WHEAT,13,5,49.4
6,5,7.02,WHEAT,10,3,12.2
17,3,7.29,MAIZE,12,4,48.3
59,4,5.47,CHANA,8,1,71.9
25,4,7.28,PADDY,15,2,49.7
57,4,6.88,MAIZE,13,5,100.3
28,5,7.27,PADDY,9,5,43.0
2,6,6.5,CHANA,11,4,4.6
35,4,5.21,CHANA,11,4,50.6
37,3,7.18,COTTON,16,3,109.2
5,2,5.05,COTTON,16,0,15.6
1,4,5.14,CHANA,12,0,2.0
40,5,5.31,SOYBEAN,10,0,47.2
12,3,5.41,MAIZE,8,3,22.2
56,3,6.04,COTTON,13,0,151.6
36,2,6.64,CHANA,15,4,106.3
45,5,7.28,PADDY,8,1,71.8
23,3,4.77,MAIZE,8,1,35.4
47,4,7.36,COTTON,14,1,117.5
31,4,7.26,SOYBEAN,14,0,58.7
11,5,4.66,MAIZE,9,1,8.3
10,4,5.58,MAIZE,10,5,15.5
3,4,6.94,WHEAT,9,0,3.1
54,3,6.33,PADDY,13,5,131.8
14,4,6.84,SOYBEAN,15,4,21.5
16,4,6.66,SOYBEAN,15,5,24.4
10,6,5.99,SOYBEAN,8,4,9.8
29,3,4.62,PADDY,16,3,46.5
10,2,6.25,SOYBEAN,15,3,27.6
